"iso_a3","country_name","centroid_lon","centroid_lat","study_count","gdp_year","gdp_current_usd"
"SLV","El Salvador",-88.8709570558223,13.7398637309967,0,2024,35364960000
"GNQ","Eq. Guinea",10.3417277917495,1.7054056406736,0,2024,12765777677.0622
"FRO","Faeroe Is.",-6.88046143028574,62.0522625282412,0,2024,4052937169.76536
"FLK","Falkland Is.",-59.3498833387688,-51.7464413279952,0,NA,NA
"FJI","Fiji",178.512028316141,-17.4275459952068,0,2024,5968125909.27126
"ATF","Fr. S. Antarctic Lands",69.1998846260328,-49.2683171907122,0,NA,NA
"GAB","Gabon",11.7887417164631,-0.586446585293701,0,2024,20895684425.6752
"GMB","Gambia",-15.3963233144453,13.4509534894153,0,2024,2404888749.21907
"GRD","Grenada",-61.6822117335207,12.1172424371992,0,2024,1371918518.51852
"GUM","Guam",144.767851873217,13.4416293676101,0,2022,6.91e+09
"GGY","Guernsey",-2.57240443102482,49.468103758266,0,NA,NA
"HTI","Haiti",-72.6867625349952,18.9345751327125,0,2024,25224154990.7946
"HMD","Heard I. and McDonald Is.",73.5203521795845,-53.0872651198047,0,NA,NA
"KIR","Kiribati",-167.919703075942,0.892901083483931,0,2024,307862564.489711
"KWT","Kuwait",47.5877796922595,29.3332785762653,0,2024,160227273053.334
"KGZ","Kyrgyzstan",74.5090861452259,41.4743103610779,0,2024,17478259659.2625
"LSO","Lesotho",28.2289621119569,-29.5790637034594,0,2024,2271759454.51107
"LBR","Liberia",-9.3198326185766,6.45195767187024,0,2024,4779300900
"LIE","Liechtenstein",9.53575260315686,47.1366265853552,0,2023,8239379403.22096
"MAC","Macao",113.509319741433,22.2231175774803,0,2024,49467258923.3244
"MKD","Macedonia",21.6805957755044,41.5951915568665,0,2024,16951682245.4202
"MDV","Maldives",73.4570805449481,3.72846116652362,0,2024,7061608267.25451
"MHL","Marshall Is.",170.342582564537,7.00279059022283,0,2024,290108489.990234
"MRT","Mauritania",-10.3699167227552,20.2206937819397,0,2024,10908045686.8808
"FSM","Micronesia",153.322721733101,7.53089159197172,0,2024,471425099.488675
"MCO","Monaco",7.40627449424239,43.7527482443154,0,2024,11125783372.4794
"MSR","Montserrat",-62.1851850423942,16.7394123859652,0,NA,NA
"CYP","N. Cyprus",33.5675396244689,35.2631728007138,0,2024,37634533331.8902
"MNP","N. Mariana Is.",145.618094745429,15.8171137442989,0,2022,1.096e+09
"NRU","Nauru",166.932568247741,-0.519126365152906,0,2024,162588620.632234
"NIU","Niue",-169.869942739257,-19.0494561591082,0,NA,NA
"NFK","Norfolk Island",167.949215558769,-29.0514598846554,0,NA,NA
"PLW","Palau",134.405780784616,7.28668448242342,0,2023,276733062.744141
"PSE","Palestine",35.1954797201765,31.9152202927946,0,2024,13711100000
"PCN","Pitcairn Is.",-128.317044328348,-24.3650031851042,0,NA,NA
"RWA","Rwanda",29.9199828908339,-1.99032494652452,0,2024,14251642235.0968
"SSD","S. Sudan",30.251333835259,7.30869694761168,0,2015,11997800760.2242
"SHN","Saint Helena",-9.67419767139883,-12.3792423437637,0,NA,NA
"LCA","Saint Lucia",-60.9697106588895,13.8947730044762,0,2024,2549062962.96296
"WSM","Samoa",-172.165304583466,-13.7534008948444,0,2024,1175749785.65113
"SMR","San Marino",12.4592152183486,43.9418652349619,0,2023,2027527227.831
"SYC","Seychelles",55.4760277998135,-4.66098974524066,0,2024,2167239562.46013
"SLE","Sierra Leone",-11.7926118502773,8.56249233371959,0,2024,6971127235.3123
"SXM","Sint Maarten",-63.0571336446886,18.0508225280051,0,2024,1797836665.95136
"SLB","Solomon Is.",159.622342567313,-8.92311718635583,0,2024,1583964703.75061
"SOM","Somalia",45.6792928368265,4.73940621544563,0,2024,1.1967e+10
"SOM","Somaliland",46.253016618393,9.73570235961405,0,2024,1.1967e+10
"BLM","St-Barthélemy",-62.840676930188,17.8988056284832,0,NA,NA
"MAF","St-Martin",-63.0597289426657,18.0888907568131,0,2021,649206262.847519
"KNA","St. Kitts and Nevis",-62.687467247912,17.264578665519,0,2024,1122388888.88889
"SPM","St. Pierre and Miquelon",-56.3030603367337,46.9190002035698,0,NA,NA
"VCT","St. Vin. and Gren.",-61.2013173917894,13.2246770323331,0,2024,1157207407.40741
"SUR","Suriname",-55.9124311661924,4.12984829312196,0,2024,4416775112.09627
"SWZ","Swaziland",31.4818696059185,-26.5575464900803,0,2024,4858885840.77236
"STP","São Tomé and Principe",6.72421638168838,0.443840111655542,0,2024,822154621.088897
"TJK","Tajikistan",71.0268540254553,38.5365490323607,0,2024,14204575548.5536
"TON","Tonga",-174.801931117209,-20.4205125691269,0,2023,591139749.44287
"TKM","Turkmenistan",59.4464223577453,39.1254707152383,0,2024,51387209872.2994
"TCA","Turks and Caicos Is.",-71.9739066622584,21.8306218778817,0,2024,1745378000
"VIR","U.S. Virgin Is.",-64.8028713170847,17.9545679151246,0,2022,4.672e+09
"VAT","Vatican",12.4338717583753,41.9017498858824,0,NA,NA
"ESH","W. Sahara",-12.2714969904972,24.2117292428168,0,NA,NA
"WLF","Wallis and Futuna Is.",-177.344319930891,-13.8882289338807,0,NA,NA
