"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/list.csv?datainfo&rowcount&base_name=Plantae&variant=all&show=class"
"Access Time","Thu 2025-06-26 21:48:33 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Plantae"
"","variant","all"
"","show","class"
"Elapsed Time","2.14"
"Records Found","32837"
"Records Returned","32837"
"Records:"
"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","type_taxon"
"454128","454128","txn","V","species","Horriditriletes unicus","recombined as","454128","species","Brevitriletes unicus","454124","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Brevitriletes",""
"454128","454129","txn","","species","Brevitriletes unicus","","454128","species","Brevitriletes unicus","454124","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Brevitriletes",""
"325738","325738","txn","V","species","Apiculatisporites levis","recombined as","325738","species","Brevitriletes levis","454124","55882","extinct","3","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Brevitriletes",""
"325738","454126","txn","","species","Brevitriletes levis","","325738","species","Brevitriletes levis","454124","80975","extinct","3","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Brevitriletes",""
"454125","454125","txn","","species","Brevitriletes communis","","454125","species","Brevitriletes communis","454124","80975","extinct","4","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Brevitriletes",""
"498706","498706","txn","","genus","Tetragonotheca","","498706","genus","Tetragonotheca","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tetragonotheca","Tetragonotheca helianthoides"
"498707","498707","txn","","species","Tetragonotheca helianthoides","","498707","species","Tetragonotheca helianthoides","498706","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tetragonotheca",""
"406791","406791","txn","","genus","Comephyllum","","406791","genus","Comephyllum","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Comephyllum",""
"406792","406792","txn","","species","Comephyllum cristatum","","406792","species","Comephyllum cristatum","406791","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Comephyllum",""
"458685","458685","txn","","genus","Rimaspora","","458685","genus","Rimaspora","54311","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Rimaspora",""
"458686","458686","txn","","species","Rimaspora plicata","","458686","species","Rimaspora plicata","458685","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Rimaspora",""
"414799","414799","txn","","genus","Soleniopsis","","414799","genus","Soleniopsis","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Soleniopsis","Soleniopsis linzoides"
"414800","414800","txn","","species","Soleniopsis linzoides","","414800","species","Soleniopsis linzoides","414799","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Soleniopsis",""
"490932","490932","txn","","genus","Mandragora","","490932","genus","Mandragora","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Mandragora","Mandragora officinarum"
"490933","490933","txn","","species","Mandragora officinarum","","490933","species","Mandragora officinarum","490932","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Mandragora",""
"153151","153151","txn","","genus","Suvorovella","","153151","genus","Suvorovella","54311","30558","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Suvorovella","Suvorovella aldanica"
"153154","153154","txn","","species","Suvorovella aldanica","","153154","species","Suvorovella aldanica","153151","30558","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Suvorovella",""
"453846","453846","txn","","genus","Aerorhizos","","453846","genus","Aerorhizos","54311","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aerorhizos","Aerorhizos harrisii"
"453847","453847","txn","","species","Aerorhizos harrisii","","453847","species","Aerorhizos harrisii","453846","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aerorhizos",""
"458517","458517","txn","","genus","Reticulonapites","nomen nudum","54311","kingdom","Plantae","54311","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Reticulonapites",""
"287718","287718","txn","","species","Curculionites thoracicus","nomen vanum","54311","kingdom","Plantae","54311","38817","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED",""
"455779","455779","txn","","genus","Gondisporites","","455779","genus","Gondisporites","54311","80975","extinct","4","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Gondisporites",""
"455780","455780","txn","","species","Gondisporites raniganjensis","","455780","species","Gondisporites raniganjensis","455779","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Gondisporites",""
"416891","416891","txn","","genus","Angarophloios","","416891","genus","Angarophloios","54311","72215","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Angarophloios","Angarophloios leclercqianus"
"416892","416892","txn","","species","Angarophloios leclercqianus","","416892","species","Angarophloios leclercqianus","416891","72215","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Angarophloios",""
"498734","498734","txn","","genus","Coreopsis","","498734","genus","Coreopsis","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Coreopsis","Coreopsis lanceolata"
"498740","498740","txn","","species","Coreopsis auriculata","","498740","species","Coreopsis auriculata","498734","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Coreopsis",""
"498736","498736","txn","","species","Coreopsis verticillata","","498736","species","Coreopsis verticillata","498734","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Coreopsis",""
"498744","498744","txn","","species","Coreopsis bidens","","498744","species","Coreopsis bidens","498734","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Coreopsis",""
"498737","498737","txn","","species","Coreopsis tripteris","","498737","species","Coreopsis tripteris","498734","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Coreopsis",""
"498741","498741","txn","","species","Coreopsis lanceolata","","498741","species","Coreopsis lanceolata","498734","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Coreopsis",""
"498739","498739","txn","","species","Coreopsis alba","","498739","species","Coreopsis alba","498734","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Coreopsis",""
"498745","498745","txn","","species","Coreopsis alternifolia","","498745","species","Coreopsis alternifolia","498734","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Coreopsis",""
"498742","498742","txn","","species","Coreopsis angustifolia","","498742","species","Coreopsis angustifolia","498734","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Coreopsis",""
"340584","340584","txn","","genus","Hymenozonotriletes","","340584","genus","Hymenozonotriletes","54311","59078","extinct","15","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hymenozonotriletes",""
"495146","495146","txn","","genus","Helleborus","","495146","genus","Helleborus","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Helleborus","Helleborus niger"
"495147","495147","txn","","species","Helleborus hyemalis","","495147","species","Helleborus hyemalis","495146","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Helleborus",""
"495150","495150","txn","","species","Helleborus foetidus","","495150","species","Helleborus foetidus","495146","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Helleborus",""
"495149","495149","txn","","species","Helleborus viridis","","495149","species","Helleborus viridis","495146","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Helleborus",""
"495148","495148","txn","","species","Helleborus niger","","495148","species","Helleborus niger","495146","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Helleborus",""
"495151","495151","txn","","species","Helleborus trifolius","","495151","species","Helleborus trifolius","495146","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Helleborus",""
"408873","408873","txn","","genus","Glyphostromium","","408873","genus","Glyphostromium","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Glyphostromium",""
"416451","416451","txn","","genus","Walkomia","","416451","genus","Walkomia","54311","71641","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Walkomia",""
"409067","409067","txn","","genus","Guajacites","","409067","genus","Guajacites","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Guajacites","Guajacites heerii"
"409068","409068","txn","","species","Guajacites heerii","","409068","species","Guajacites heerii","409067","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Guajacites",""
"411031","411031","txn","","genus","Mildraediodendron","","411031","genus","Mildraediodendron","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Mildraediodendron","Mildraediodendron excelsum"
"411032","411032","txn","","species","Mildraediodendron excelsum","","411032","species","Mildraediodendron excelsum","411031","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Mildraediodendron",""
"408091","408091","txn","","genus","Eocladophora","","408091","genus","Eocladophora","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Eocladophora","Eocladophora fibrata"
"408092","408092","txn","","species","Eocladophora fibrata","","408092","species","Eocladophora fibrata","408091","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Eocladophora",""
"492049","492049","txn","","genus","Patallisporites","","492049","genus","Patallisporites","54311","88568","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Patallisporites",""
"409659","409659","txn","","genus","Hydatica","","409659","genus","Hydatica","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hydatica","Hydatica prostrata"
"409660","409660","txn","","species","Hydatica prostrata","","409660","species","Hydatica prostrata","409659","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hydatica",""
"413266","413266","txn","","genus","Proteacites","","413266","genus","Proteacites","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Proteacites","Proteacites pinnatipartitus"
"413267","413267","txn","","species","Proteacites pinnatipartitus","","413267","species","Proteacites pinnatipartitus","413266","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Proteacites",""
"411027","411027","txn","","genus","Microweedia","","411027","genus","Microweedia","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Microweedia","Microweedia incrustans"
"411028","411028","txn","","species","Microweedia incrustans","","411028","species","Microweedia incrustans","411027","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Microweedia",""
"497292","497292","txn","","genus","Ornithopus","","497292","genus","Ornithopus","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ornithopus",""
"497293","497293","txn","","species","Ornithopus perpusillus","","497293","species","Ornithopus perpusillus","497292","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ornithopus",""
"497295","497295","txn","","species","Ornithopus scorpioides","","497295","species","Ornithopus scorpioides","497292","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ornithopus",""
"497294","497294","txn","","species","Ornithopus compressus","","497294","species","Ornithopus compressus","497292","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ornithopus",""
"491082","491082","txn","","genus","Glaux","","491082","genus","Glaux","54311","8628","extant","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Glaux","Glaux maritima"
"491083","491083","txn","","species","Glaux maritima","","491083","species","Glaux maritima","491082","8628","extant","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Glaux",""
"490894","490894","txn","","genus","Nicotiana","","490894","genus","Nicotiana","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Nicotiana","Nicotiana tabacum"
"490896","490896","txn","","species","Nicotiana rustica","","490896","species","Nicotiana rustica","490894","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Nicotiana",""
"490897","490897","txn","","species","Nicotiana paniculata","","490897","species","Nicotiana paniculata","490894","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Nicotiana",""
"490898","490898","txn","","species","Nicotiana glutinosa","","490898","species","Nicotiana glutinosa","490894","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Nicotiana",""
"490895","490895","txn","","species","Nicotiana tabacum","","490895","species","Nicotiana tabacum","490894","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Nicotiana",""
"496301","496301","txn","","genus","Euphrasia","","496301","genus","Euphrasia","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Euphrasia","Euphrasia officinalis"
"496305","496305","txn","","species","Euphrasia odontites","","496305","species","Euphrasia odontites","496301","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Euphrasia",""
"496303","496303","txn","","species","Euphrasia officinalis","","496303","species","Euphrasia officinalis","496301","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Euphrasia",""
"496302","496302","txn","","species","Euphrasia latifolia","","496302","species","Euphrasia latifolia","496301","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Euphrasia",""
"496306","496306","txn","","species","Euphrasia lutea","","496306","species","Euphrasia lutea","496301","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Euphrasia",""
"496307","496307","txn","","species","Euphrasia linifolia","","496307","species","Euphrasia linifolia","496301","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Euphrasia",""
"496304","496304","txn","","species","Euphrasia tricuspidata","","496304","species","Euphrasia tricuspidata","496301","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Euphrasia",""
"409787","409787","txn","","genus","Hysterites","","409787","genus","Hysterites","54311","71641","extinct","3","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hysterites","Hysterites opegraphoides"
"409788","409788","txn","","species","Hysterites opegraphoides","","409788","species","Hysterites opegraphoides","409787","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hysterites",""
"410325","410325","txn","","genus","Lenzites","","410325","genus","Lenzites","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lenzites",""
"413737","413737","txn","","genus","Radiculites","","413737","genus","Radiculites","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Radiculites","Radiculites luganicus"
"413738","413738","txn","","species","Radiculites luganicus","","413738","species","Radiculites luganicus","413737","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Radiculites",""
"460833","460833","txn","","genus","Thomsonia","","460833","genus","Thomsonia","54311","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thomsonia",""
"460834","460834","txn","","species","Thomsonia cutchensis","","460834","species","Thomsonia cutchensis","460833","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thomsonia",""
"496616","496616","txn","","genus","Alyssum","","496616","genus","Alyssum","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alyssum","Alyssum montanum"
"496617","496617","txn","","species","Alyssum spinosum","","496617","species","Alyssum spinosum","496616","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alyssum",""
"496624","496624","txn","","species","Alyssum finnatum","","496624","species","Alyssum finnatum","496616","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alyssum",""
"496626","496626","txn","","species","Alyssum vesicaria","","496626","species","Alyssum vesicaria","496616","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alyssum",""
"496627","496627","txn","","species","Alyssum hyperboreum","","496627","species","Alyssum hyperboreum","496616","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alyssum",""
"496620","496620","txn","","species","Alyssum saxatile","","496620","species","Alyssum saxatile","496616","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alyssum",""
"496622","496622","txn","","species","Alyssum minimum","","496622","species","Alyssum minimum","496616","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alyssum",""
"496619","496619","txn","","species","Alyssum halimifolium","","496619","species","Alyssum halimifolium","496616","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alyssum",""
"496625","496625","txn","","species","Alyssum creticum","","496625","species","Alyssum creticum","496616","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alyssum",""
"496618","496618","txn","","species","Alyssum montanum","","496618","species","Alyssum montanum","496616","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alyssum",""
"496623","496623","txn","","species","Alyssum clypeatum","","496623","species","Alyssum clypeatum","496616","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alyssum",""
"496621","496621","txn","","species","Alyssum incanum","","496621","species","Alyssum incanum","496616","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alyssum",""
"410503","410503","txn","","genus","Lithocaulon","","410503","genus","Lithocaulon","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lithocaulon","Lithocaulon minius"
"410504","410504","txn","","species","Lithocaulon minius","","410504","species","Lithocaulon minius","410503","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lithocaulon",""
"418047","418047","txn","","genus","Protospira","","418047","genus","Protospira","54311","72215","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Protospira","Protospira strygini"
"418048","418048","txn","","species","Protospira strygini","","418048","species","Protospira strygini","418047","72215","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Protospira",""
"406811","406811","txn","","genus","Comptonites","","406811","genus","Comptonites","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Comptonites","Comptonites antiquus"
"406812","406812","txn","","species","Comptonites antiquus","","406812","species","Comptonites antiquus","406811","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Comptonites",""
"405643","405643","txn","","genus","Baccharites","","405643","genus","Baccharites","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Baccharites","Baccharites aquensis"
"405645","405645","txn","V","species","Lomatites aquensis","recombined as","405645","species","Baccharites aquensis","405643","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Baccharites",""
"405645","405646","txn","","species","Baccharites aquensis","","405645","species","Baccharites aquensis","405643","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Baccharites",""
"405040","405040","txn","","genus","Anabathra","","405040","genus","Anabathra","54311","71641","extinct","3","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Anabathra","Anabathra pulcherrima"
"405041","405041","txn","","species","Anabathra pulcherrima","","405041","species","Anabathra pulcherrima","405040","71641","extinct","3","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Anabathra",""
"406100","406100","txn","","genus","Calamites","","406100","genus","Calamites","54311","71641","extinct","10","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Calamites","Calamites cannaeformis"
"406101","406101","txn","","species","Calamites cannaeformis","","406101","species","Calamites cannaeformis","406100","71641","extinct","3","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Calamites",""
