"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/list.csv?datainfo&rowcount&base_name=Plantae&variant=all&show=class"
"Access Time","Thu 2025-06-26 21:48:33 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Plantae"
"","variant","all"
"","show","class"
"Elapsed Time","2.14"
"Records Found","32837"
"Records Returned","32837"
"Records:"
"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","type_taxon"
"467279","467279","txn","","genus","Loranthus","","467279","genus","Loranthus","55699","8628","extant","4","Angiospermae","NO_CLASS_SPECIFIED","Santalales","Loranthaceae","Loranthus","Loranthus americanus"
"493006","493006","txn","","species","Loranthus americanus","","493006","species","Loranthus americanus","467279","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Santalales","Loranthaceae","Loranthus",""
"462689","462689","txn","","genus","Scollardia","","462689","genus","Scollardia","55699","82916","extinct","17","Angiospermae","NO_CLASS_SPECIFIED","Santalales","Loranthaceae","Scollardia",""
"410583","410583","txn","","genus","Loranthacites","","410583","genus","Loranthacites","55699","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Santalales","Loranthaceae","Loranthacites","Loranthacites succineus"
"410584","410584","txn","","species","Loranthacites succineus","","410584","species","Loranthacites succineus","410583","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Santalales","Loranthaceae","Loranthacites",""
"55702","55702","txn","","family","Misodendraceae","","55702","family","Misodendraceae","54929","8820","","0","Angiospermae","NO_CLASS_SPECIFIED","Santalales","Misodendraceae","",""
"183045","183045","txn","","order","Berberidopsidales","","183045","order","Berberidopsidales","466630","35420","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Berberidopsidales","","",""
"183046","183046","txn","","family","Berberidopsidaceae","","183046","family","Berberidopsidaceae","183045","35420","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Berberidopsidales","Berberidopsidaceae","",""
"55708","55708","txn","","family","Aextoxicaceae","","55708","family","Aextoxicaceae","183045","8820","","0","Angiospermae","NO_CLASS_SPECIFIED","Berberidopsidales","Aextoxicaceae","",""
"54896","54896","txn","","order","Caryophyllales","","54896","order","Caryophyllales","466630","76044","extant","634","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","","",""
"55464","55464","txn","","family","Frankeniaceae","","55464","family","Frankeniaceae","54896","8820","","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Frankeniaceae","",""
"55420","55420","txn","","family","Cactaceae","","55420","family","Cactaceae","54896","8820","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Cactaceae","",""
"495485","495485","txn","","genus","Cephalocereus","","495485","genus","Cephalocereus","55420","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Cactaceae","Cephalocereus",""
"134694","134694","txn","F","genus","Eopuntia","","134694","genus","Eopuntia","55420","64429","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Cactaceae","Eopuntia",""
"495357","495357","txn","","genus","Copiapoa","","495357","genus","Copiapoa","55420","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Cactaceae","Copiapoa",""
"495330","495330","txn","","genus","Parodia","","495330","genus","Parodia","55420","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Cactaceae","Parodia",""
"495498","495498","txn","","genus","Browningia","","495498","genus","Browningia","55420","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Cactaceae","Browningia",""
"55424","55424","txn","","family","Hectorellaceae","","55424","family","Hectorellaceae","54896","8820","","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Hectorellaceae","",""
"55591","55591","txn","","family","Ancistrocladaceae","","55591","family","Ancistrocladaceae","54896","8820","extant","1","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Ancistrocladaceae","",""
"443440","443440","txn","","genus","Ancistrocladus","","443440","genus","Ancistrocladus","55591","78400","extant","1","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Ancistrocladaceae","Ancistrocladus",""
"443441","443441","txn","","species","Ancistrocladus suraikholaensis","","443441","species","Ancistrocladus suraikholaensis","443440","78400","extinct","1","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Ancistrocladaceae","Ancistrocladus",""
"55412","55412","txn","","family","Amaranthaceae","","55412","family","Amaranthaceae","54896","8820","extant","43","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","",""
"495483","495483","txn","","genus","Climacoptera","","495483","genus","Climacoptera","55412","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Climacoptera",""
"495353","495353","txn","","genus","Nucularia","","495353","genus","Nucularia","55412","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Nucularia",""
"466640","466640","txn","","genus","Aerva","","466640","genus","Aerva","55412","83577","extant","4","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Aerva",""
"453914","453914","txn","","genus","Amaranthus","","453914","genus","Amaranthus","55412","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Amaranthus",""
"495349","495349","txn","","genus","Pedersenia","","495349","genus","Pedersenia","55412","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Pedersenia",""
"495174","495174","txn","","genus","Trichuriella","","495174","genus","Trichuriella","55412","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Trichuriella",""
"495464","495464","txn","","genus","Leucosphaera","","495464","genus","Leucosphaera","55412","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Leucosphaera",""
"453343","453343","txn","","genus","Chenopodium","","453343","genus","Chenopodium","55412","8628","extant","13","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium","Chenopodium album"
"491232","491232","txn","","species","Chenopodium urbicum","","491232","species","Chenopodium urbicum","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491241","491241","txn","","species","Chenopodium glaucum","","491241","species","Chenopodium glaucum","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491238","491238","txn","","species","Chenopodium ambrosioides","","491238","species","Chenopodium ambrosioides","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491243","491243","txn","","species","Chenopodium polyspermum","","491243","species","Chenopodium polyspermum","453343","8628","extant","1","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491245","491245","txn","","species","Chenopodium fruticosum","","491245","species","Chenopodium fruticosum","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"467055","467055","txn","","species","Chenopodium album","","467055","species","Chenopodium album","453343","8628","extant","5","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491239","491239","txn","","species","Chenopodium multifidum","","491239","species","Chenopodium multifidum","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491249","491249","txn","","species","Chenopodium aristatum","","491249","species","Chenopodium aristatum","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491235","491235","txn","","species","Chenopodium viride","","491235","species","Chenopodium viride","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491231","491231","txn","","species","Chenopodium bonushenricus","","491231","species","Chenopodium bonushenricus","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491242","491242","txn","","species","Chenopodium vulvaria","","491242","species","Chenopodium vulvaria","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491233","491233","txn","","species","Chenopodium rubrum","","491233","species","Chenopodium rubrum","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491248","491248","txn","","species","Chenopodium hirsutum","","491248","species","Chenopodium hirsutum","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491240","491240","txn","","species","Chenopodium anthelminticum","","491240","species","Chenopodium anthelminticum","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491247","491247","txn","","species","Chenopodium salsum","","491247","species","Chenopodium salsum","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"453344","453344","txn","","species","Chenopodium gracilispicum","","453344","species","Chenopodium gracilispicum","453343","80589","extant","1","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491234","491234","txn","","species","Chenopodium murale","","491234","species","Chenopodium murale","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491246","491246","txn","","species","Chenopodium altissimum","","491246","species","Chenopodium altissimum","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491244","491244","txn","","species","Chenopodium scoparia","","491244","species","Chenopodium scoparia","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491236","491236","txn","","species","Chenopodium hybridum","","491236","species","Chenopodium hybridum","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491250","491250","txn","","species","Chenopodium virginicum","","491250","species","Chenopodium virginicum","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"491237","491237","txn","","species","Chenopodium botrys","","491237","species","Chenopodium botrys","453343","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Chenopodium",""
"320022","320022","txn","F","genus","Deeringia","","320022","genus","Deeringia","55412","55190","extant","1","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Deeringia",""
"458262","458262","txn","","genus","Psilotrichum","","458262","genus","Psilotrichum","55412","80975","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Psilotrichum",""
"495336","495336","txn","","genus","Patellifolia","","495336","genus","Patellifolia","55412","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Patellifolia",""
"454265","454265","txn","","genus","Alternanthera","","454265","genus","Alternanthera","55412","81192","extant","7","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Alternanthera",""
"495228","495228","txn","","genus","Marcelliopsis","","495228","genus","Marcelliopsis","55412","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Marcelliopsis",""
"495587","495587","txn","","genus","Wadithamnus","","495587","genus","Wadithamnus","55412","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Amaranthaceae","Wadithamnus",""
"55426","55426","txn","","family","Plumbaginaceae","","55426","family","Plumbaginaceae","54896","76069","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","",""
"495497","495497","txn","","genus","Psylliostachys","","495497","genus","Psylliostachys","55426","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Psylliostachys",""
"454570","454570","txn","","genus","Statice","","454570","genus","Statice","55426","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Statice",""
"492543","492543","txn","","species","Statice reticulata","","492543","species","Statice reticulata","454570","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Statice",""
"492541","492541","txn","","species","Statice cordata","","492541","species","Statice cordata","454570","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Statice",""
"492545","492545","txn","","species","Statice tatarica","","492545","species","Statice tatarica","454570","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Statice",""
"492539","492539","txn","","species","Statice armeria","","492539","species","Statice armeria","454570","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Statice",""
"492549","492549","txn","","species","Statice monopetala","","492549","species","Statice monopetala","454570","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Statice",""
"492548","492548","txn","","species","Statice suffruticosa","","492548","species","Statice suffruticosa","454570","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Statice",""
"492551","492551","txn","","species","Statice sinuata","","492551","species","Statice sinuata","454570","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Statice",""
"492542","492542","txn","","species","Statice echioides","","492542","species","Statice echioides","454570","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Statice",""
"492547","492547","txn","","species","Statice flexuosa","","492547","species","Statice flexuosa","454570","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Statice",""
"492540","492540","txn","","species","Statice limonium","","492540","species","Statice limonium","454570","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Statice",""
"492546","492546","txn","","species","Statice echinus","","492546","species","Statice echinus","454570","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Statice",""
"492544","492544","txn","","species","Statice speciosa","","492544","species","Statice speciosa","454570","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Statice",""
"492550","492550","txn","","species","Statice aurea","","492550","species","Statice aurea","454570","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Plumbaginaceae","Statice",""
"183054","183054","txn","","family","Lophiocarpaceae","","183054","family","Lophiocarpaceae","54896","35420","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Lophiocarpaceae","",""
"55589","55589","txn","","family","Droseraceae","","55589","family","Droseraceae","54896","8820","extant","64","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","",""
"322128","322128","txn","","genus","Droseridites","","322128","genus","Droseridites","55589","55498","extinct","15","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Droseridites",""
"322129","322129","txn","","species","Droseridites baculites","","322129","species","Droseridites baculites","322128","55498","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Droseridites",""
"322130","322130","txn","","species","Droseridites senonicus","","322130","species","Droseridites senonicus","322128","55498","extinct","6","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Droseridites",""
"334667","334667","txn","","species","Droseridites spinosa","","334667","species","Droseridites spinosa","322128","57655","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Droseridites",""
"455229","455229","txn","","species","Droseridites parvus","","455229","species","Droseridites parvus","322128","80975","extinct","1","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Droseridites",""
"321358","321358","txn","","genus","Drosera","","321358","genus","Drosera","55589","8628","extant","7","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Drosera","Drosera rotundifolia"
"448536","448536","txn","","species","Drosera rotundifolia","","448536","species","Drosera rotundifolia","321358","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Drosera",""
"492575","492575","txn","","species","Drosera lusitanica","","492575","species","Drosera lusitanica","321358","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Drosera",""
"467188","467188","txn","","species","Drosera peltata","","467188","species","Drosera peltata","321358","83577","extant","1","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Drosera",""
"492574","492574","txn","","species","Drosera longifolia","","492574","species","Drosera longifolia","321358","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Drosera",""
"492576","492576","txn","","species","Drosera capensis","","492576","species","Drosera capensis","321358","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Drosera",""
"492577","492577","txn","","species","Drosera indica","","492577","species","Drosera indica","321358","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Drosera",""
"419176","419176","txn","","genus","Aldrovanda","","419176","genus","Aldrovanda","55589","8628","extant","39","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Aldrovanda","Aldrovanda vesiculosa"
"492573","492573","txn","","species","Aldrovanda vesiculosa","","492573","species","Aldrovanda vesiculosa","419176","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Aldrovanda",""
"419177","419177","txn","","species","Aldrovanda intermedia","","419177","species","Aldrovanda intermedia","419176","72388","extinct","9","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Droseraceae","Aldrovanda",""
"412540","412540","txn","","genus","Phenanthera","","412540","genus","Phenanthera","54896","71641","extinct","1","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","NO_FAMILY_SPECIFIED","Phenanthera",""
"412541","412541","txn","","species","Phenanthera petalifera","","412541","species","Phenanthera petalifera","412540","71641","extinct","1","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","NO_FAMILY_SPECIFIED","Phenanthera",""
"467514","467514","txn","","family","Kewaceae","","467514","family","Kewaceae","54896","76151","","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Kewaceae","",""
"55411","55411","txn","","family","Aizoaceae","","55411","family","Aizoaceae","54896","8820","extant","4","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Aizoaceae","",""
"495242","495242","txn","","genus","Neohenricia","","495242","genus","Neohenricia","55411","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Aizoaceae","Neohenricia",""
"495488","495488","txn","","genus","Mitrophyllum","","495488","genus","Mitrophyllum","55411","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Aizoaceae","Mitrophyllum",""
"494438","494438","txn","","genus","Tetragonia","","494438","genus","Tetragonia","55411","8628","extant","1","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Aizoaceae","Tetragonia",""
"494439","494439","txn","","species","Tetragonia fruticosa","","494439","species","Tetragonia fruticosa","494438","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Aizoaceae","Tetragonia",""
"494440","494440","txn","","species","Tetragonia herbacea","","494440","species","Tetragonia herbacea","494438","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Aizoaceae","Tetragonia",""
"495491","495491","txn","","genus","Didymaotus","","495491","genus","Didymaotus","55411","89068","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Aizoaceae","Didymaotus",""
"183056","183056","txn","","family","Physenaceae","","183056","family","Physenaceae","54896","35420","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Physenaceae","",""
"183057","183057","txn","","family","Sarcobataceae","","183057","family","Sarcobataceae","54896","35420","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Sarcobataceae","",""
"55463","55463","txn","","family","Tamaricaceae","","55463","family","Tamaricaceae","54896","76072","extant","5","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Tamaricaceae","",""
"434786","434786","txn","","genus","Tamarix","","434786","genus","Tamarix","55463","8628","extant","5","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Tamaricaceae","Tamarix","Tamarix gallica"
"492458","492458","txn","","species","Tamarix germanica","","492458","species","Tamarix germanica","434786","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Tamaricaceae","Tamarix",""
"492457","492457","txn","","species","Tamarix gallica","","492457","species","Tamarix gallica","434786","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Tamaricaceae","Tamarix",""
"415551","415551","txn","","genus","Tamaricoxylon","","415551","genus","Tamaricoxylon","55463","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Tamaricaceae","Tamaricoxylon","Tamaricoxylon africanum"
"409147","409147","txn","V","species","Gynotrochoxylon africanum","recombined as","409147","species","Tamaricoxylon africanum","415551","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Tamaricaceae","Tamaricoxylon",""
"409147","415552","txn","","species","Tamaricoxylon africanum","","409147","species","Tamaricoxylon africanum","415551","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Tamaricaceae","Tamaricoxylon",""
"183050","183050","txn","","family","Barbeuiaceae","","183050","family","Barbeuiaceae","54896","35420","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Barbeuiaceae","",""
"55423","55423","txn","","family","Basellaceae","","55423","family","Basellaceae","54896","8820","","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Basellaceae","",""
"55592","55592","txn","","family","Nepenthaceae","","55592","family","Nepenthaceae","54896","8820","","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Nepenthaceae","",""
"55425","55425","txn","","family","Polygonaceae","","55425","family","Polygonaceae","54896","76069","extant","230","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","",""
"466954","466954","txn","","genus","Calligonum","","466954","genus","Calligonum","55425","8628","extant","3","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Calligonum","Calligonum polygonoides"
"494987","494987","txn","","species","Calligonum polygonoides","","494987","species","Calligonum polygonoides","466954","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Calligonum",""
"450837","450837","txn","","genus","Persicaria","","450837","genus","Persicaria","55425","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Persicaria",""
"450838","450839","txn","","species","Persicaria tertiaria","","450838","species","Persicaria tertiaria","450837","78993","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Persicaria",""
"450838","450838","txn","V","species","Polygonum tertiarium","recombined as","450838","species","Persicaria tertiaria","450837","78993","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Persicaria",""
"413039","413039","txn","","genus","Polygonites","","413039","genus","Polygonites","55425","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Polygonites","Polygonites ulmaceus"
"413040","413040","txn","","species","Polygonites ulmaceus","","413040","species","Polygonites ulmaceus","413039","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Polygonites",""
"406724","406724","txn","","genus","Coccolobites","","406724","genus","Coccolobites","55425","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Coccolobites",""
"406725","406725","txn","","species","Coccolobites cretaceus","","406725","species","Coccolobites cretaceus","406724","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Coccolobites",""
"447957","447957","txn","","genus","Coccolobis","","447957","genus","Coccolobis","55425","78993","extant","2","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Coccolobis",""
"447959","447959","txn","","species","Coccolobis uviferafolia","","447959","species","Coccolobis uviferafolia","447957","78993","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Coccolobis",""
"447958","447958","txn","","species","Coccolobis eolignitica","","447958","species","Coccolobis eolignitica","447957","78993","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Coccolobis",""
"320020","320020","txn","","genus","Rumex","","320020","genus","Rumex","55425","8628","extant","41","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex","Rumex patientia"
"493037","493037","txn","","species","Rumex spinosa","","493037","species","Rumex spinosa","320020","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex",""
"493021","493021","txn","","species","Rumex verticillatus","","493021","species","Rumex verticillatus","320020","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex",""
"493023","493023","txn","","species","Rumex aegyptiacus","","493023","species","Rumex aegyptiacus","320020","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex",""
"493018","493018","txn","","species","Rumex patientia","","493018","species","Rumex patientia","320020","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex",""
"493030","493030","txn","","species","Rumex bucephalophorus","","493030","species","Rumex bucephalophorus","320020","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex",""
"464866","464866","txn","","species","Rumex acetosella","","464866","species","Rumex acetosella","320020","8628","extant","6","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex",""
"493019","493019","txn","","species","Rumex sanguineus","","493019","species","Rumex sanguineus","320020","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex",""
"493036","493036","txn","","species","Rumex digynus","","493036","species","Rumex digynus","320020","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex",""
"493025","493025","txn","","species","Rumex maritimus","","493025","species","Rumex maritimus","320020","8628","extant","1","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex",""
"493034","493034","txn","","species","Rumex roseus","","493034","species","Rumex roseus","320020","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex",""
"493029","493029","txn","","species","Rumex pulcher","","493029","species","Rumex pulcher","320020","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex",""
"493022","493022","txn","","species","Rumex britannica","","493022","species","Rumex britannica","320020","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex",""
"493028","493028","txn","","species","Rumex obtusifolius","","493028","species","Rumex obtusifolius","320020","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex",""
"493033","493033","txn","","species","Rumex vesicarius","","493033","species","Rumex vesicarius","320020","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Caryophyllales","Polygonaceae","Rumex",""
