kingdom,phylum,country_clean,unique_species
Plantae,Tracheophyta,Senegal,4
Plantae,Tracheophyta,Zambia,4
Plantae,Tracheophyta,Albania,3
Plantae,Tracheophyta,Cook Islands,3
Plantae,Tracheophyta,Russian Federation,3
Plantae,Tracheophyta,Afghanistan,2
Plantae,Tracheophyta,American Samoa,2
Plantae,Tracheophyta,Botswana,2
Plantae,Tracheophyta,Burundi,2
Plantae,Tracheophyta,Cote D'Ivoire,2
Plantae,Tracheophyta,Faroe Islands,2
Plantae,Tracheophyta,French Polynesia,2
Plantae,Tracheophyta,Holland,2
Plantae,Tracheophyta,Luxembourg,2
Plantae,Tracheophyta,Malawi,2
Plantae,Tracheophyta,Malta,2
Plantae,Tracheophyta,Micronesia,2
Plantae,Tracheophyta,Rwanda,2
Plantae,Tracheophyta,Samoa,2
Plantae,Tracheophyta,Aland,1
Plantae,Tracheophyta,Aland Islands,1
Plantae,Tracheophyta,Democratic Republic of the Congo,1
Plantae,Tracheophyta,Dominica,1
Plantae,Tracheophyta,Ivory Coast,1
Plantae,Tracheophyta,Mauritius,1
Plantae,Tracheophyta,People's Republic of China,1
Plantae,Tracheophyta,Republic of the Congo,1
