id,plant_parts_detected,parts_count,parts_normalized
3860,NA,0,NA
3861,NA,0,NA
3862,mycorrhizal,1,mycorrhizal
3863,NA,0,NA
3864,NA,0,NA
3865,root; shoot; mycorrhizal,3,root; shoot; mycorrhizal
3866,seed,1,seed
3867,canker; branch; root; bark; stoma,5,canker; branch; root; bark; stoma
3868,NA,0,NA
3869,leaf; fruit; stem; bud; root; inflorescence; twig; bark; trunk; wood; branch; pod; tuber; cotyledon,14,leaf; fruit; stem; bud; root; inflorescence; twig; bark; trunk; wood; branch; pod; tuber; cotyledon
3870,stem; medulla,2,stem; medulla
3871,leaf; seed,2,leaf; seed
3872,leaf; seed; root,3,leaf; seed; root
3873,shoot; canker; wood; scale; style,5,shoot; canker; wood; scale; style
3874,root,1,root
3875,seed; cotyledon,2,seed; cotyledon
3876,twig; bark,2,twig; bark
3877,root,1,root
3878,NA,0,NA
3879,root,1,root
3880,NA,0,NA
3881,NA,0,NA
3882,mycorrhizal; mycorrhiza; seed,3,mycorrhizal; mycorrhiza; seed
3883,NA,0,NA
3884,fruit,1,fruit
3885,NA,0,NA
3886,root; style,2,root; style
3887,mycorrhizal; root; mycorrhizal root,3,mycorrhizal; root; mycorrhizal root
3888,root; root tip,2,root; root tip
3889,root,1,root
3890,mycorrhizal,1,mycorrhizal
3892,root,1,root
3893,stem; canker; leaf; fruit; seed,5,stem; canker; leaf; fruit; seed
3894,NA,0,NA
3895,leaf,1,leaf
3896,NA,0,NA
3897,mycorrhizal,1,mycorrhizal
3898,fruit; root,2,fruit; root
3899,root,1,root
3900,branch; wood; shoot; lesion,4,branch; wood; shoot; lesion
3901,periderm; anther,2,periderm; anther
3902,mycorrhizal; root; mycorrhizal root; mycorrhizal roots,4,mycorrhizal; root; mycorrhizal root; mycorrhizal roots
3903,trunk; xylem; fiber; wood,4,trunk; xylem; fiber; wood
3904,bark; root,2,bark; root
3905,canker; twig; branch; stem,4,canker; twig; branch; stem
3906,root,1,root
3907,leaf,1,leaf
3908,root,1,root
3909,fruit; canker; twig; bark; tendril; wood,6,fruit; canker; twig; bark; tendril; wood
3910,mycorrhizal; root; lateral root,3,mycorrhizal; root; lateral root
3911,NA,0,NA
3912,NA,0,NA
3913,seed; root,2,seed; root
3914,fruit; trunk; branch; canker; shoot,5,fruit; trunk; branch; canker; shoot
3915,seed; root,2,seed; root
3916,mycorrhizal; mycorrhiza; root; shoot,4,mycorrhizal; mycorrhiza; root; shoot
3917,root,1,root
3918,mycorrhizal; root,2,mycorrhizal; root
3919,seed,1,seed
3920,NA,0,NA
3921,fruit; root; style,3,fruit; root; style
3922,NA,0,NA
3923,root; stem,2,root; stem
3924,mycorrhizal,1,mycorrhizal
3925,root; mycorrhizal; shoot,3,root; mycorrhizal; shoot
3926,root; hair; leaf; corm; root hair,5,root; hair; leaf; corm; root hair
3927,style,1,style
3928,leaf; lesion,2,leaf; lesion
3929,mycorrhiza; root; mycorrhizal,3,mycorrhiza; root; mycorrhizal
3931,leaf; proliferation,2,leaf; proliferation
3932,NA,0,NA
3933,mycorrhizal; root,2,mycorrhizal; root
3934,NA,0,NA
3935,seed; root,2,seed; root
3936,root,1,root
3937,root; scale,2,root; scale
3938,root,1,root
3939,stem; root,2,stem; root
3941,flower; leaf,2,flower; leaf
3942,twig,1,twig
3943,seed,1,seed
3944,leaf,1,leaf
3945,NA,0,NA
3946,mycorrhizal; root,2,mycorrhizal; root
3947,NA,0,NA
3948,mycorrhizal; mycorrhiza,2,mycorrhizal; mycorrhiza
3949,NA,0,NA
3950,mycorrhizal; root; mycorrhizal root,3,mycorrhizal; root; mycorrhizal root
3951,mycorrhizal; adventitious root; mycorrhiza; root,4,mycorrhizal; adventitious root; mycorrhiza; root
3952,NA,0,NA
3953,mycorrhizal; mycorrhiza,2,mycorrhizal; mycorrhiza
3954,tuber; seed; leaf,3,tuber; seed; leaf
3955,root; mycorrhizal,2,root; mycorrhizal
3956,leaf; twig,2,leaf; twig
3957,root; seed; seed coat,3,root; seed; seed coat
3958,NA,0,NA
3959,root,1,root
3960,mycorrhizal; root,2,mycorrhizal; root
3961,seed; flower; leaf; stem; root,5,seed; flower; leaf; stem; root
3962,mycorrhizal; root; vascular bundle; hair; epidermis; root hair; mycorrhizal structure; mycorrhizal structures,8,mycorrhizal; root; vascular bundle; hair; epidermis; root hair; mycorrhizal structure; mycorrhizal structures
3963,seed,1,seed
3964,leaf; leaf surface; leaf surfaces,3,leaf; leaf surface; leaf surfaces
3965,NA,0,NA
3966,embryo,1,embryo
3967,mycorrhizal; root,2,mycorrhizal; root
3968,trunk,1,trunk
3969,NA,0,NA
3970,mycorrhizal; shoot; root,3,mycorrhizal; shoot; root
3971,root,1,root
3972,NA,0,NA
3973,NA,0,NA
3974,mycorrhizal; root; shoot; mycorrhizal root,4,mycorrhizal; root; shoot; mycorrhizal root
3975,root; style,2,root; style
3976,NA,0,NA
3977,leaf; seed,2,leaf; seed
3978,stem; crown; stoma,3,stem; crown; stoma
3979,bulb,1,bulb
3980,callus; twig,2,callus; twig
3981,NA,0,NA
3982,root; root tip,2,root; root tip
3983,NA,0,NA
3984,NA,0,NA
3985,leaf; sheath; cell wall; leaf sheath,4,leaf; sheath; cell wall; leaf sheath
3986,shoot; offset,2,shoot; offset
3987,NA,0,NA
3988,root; wood,2,root; wood
3989,stem,1,stem
3990,seed,1,seed
3991,NA,0,NA
3992,scale,1,scale
3993,NA,0,NA
3994,root; style,2,root; style
3995,root,1,root
3996,NA,0,NA
3997,NA,0,NA
3998,root; cell wall,2,root; cell wall
3999,seed; mycorrhizal; seed coat,3,seed; mycorrhizal; seed coat
4000,NA,0,NA
4001,hair; root,2,hair; root
4002,stomatal; root; stem; leaf; fruit; stoma,6,stomatal; root; stem; leaf; fruit; stoma
4003,leaf,1,leaf
4004,NA,0,NA
4005,NA,0,NA
4006,NA,0,NA
4007,root; branch,2,root; branch
4008,seed; pod,2,seed; pod
4009,NA,0,NA
4010,leaf; stomatal; stoma,3,leaf; stomatal; stoma
4012,NA,0,NA
4013,leaf; stem; lesion,3,leaf; stem; lesion
4014,root,1,root
4015,root; mycorrhizal; mycorrhiza,3,root; mycorrhizal; mycorrhiza
4016,stoma; root; shoot,3,stoma; root; shoot
4017,NA,0,NA
4018,NA,0,NA
4019,mycorrhizal,1,mycorrhizal
4020,NA,0,NA
4021,NA,0,NA
4022,seed,1,seed
4023,NA,0,NA
4025,proliferation,1,proliferation
4026,leaf,1,leaf
4027,leaf; sheath; leaf sheath,3,leaf; sheath; leaf sheath
4028,NA,0,NA
4029,mycorrhizal; mycorrhiza; leaf; root,4,mycorrhizal; mycorrhiza; leaf; root
4030,NA,0,NA
4031,root,1,root
4032,NA,0,NA
4033,NA,0,NA
4034,root,1,root
4035,root; adventitious root; stem; stomatal; shoot; stoma,6,root; adventitious root; stem; stomatal; shoot; stoma
4036,leaf,1,leaf
4037,crown; branch; bark; stem,4,crown; branch; bark; stem
4038,NA,0,NA
4039,leaf; fruit; leaf surface; leaf surfaces,4,leaf; fruit; leaf surface; leaf surfaces
4042,root,1,root
4044,mycorrhizal; root; mycorrhiza; mycorrhizal root; mycorrhizal roots,5,mycorrhizal; root; mycorrhiza; mycorrhizal root; mycorrhizal roots
4045,root,1,root
4046,fruit; root,2,fruit; root
4047,fruit; gall; bark; shoot,4,fruit; gall; bark; shoot
4048,leaf,1,leaf
4049,leaf; root; leaf surface; leaf surfaces,4,leaf; root; leaf surface; leaf surfaces
4050,root,1,root
4051,wood; trunk; leaf,3,wood; trunk; leaf
4052,cell wall,1,cell wall
4053,mycorrhizal,1,mycorrhizal
4055,mycorrhizal,1,mycorrhizal
4056,NA,0,NA
4057,seed; root; leaf; stem,4,seed; root; leaf; stem
4058,seed; root; stem; leaf,4,seed; root; stem; leaf
4059,NA,0,NA
4060,rhizome; root; mycorrhizal; epidermis; cortex; hypodermis; branch; endodermis,8,rhizome; root; mycorrhizal; epidermis; cortex; hypodermis; branch; endodermis
4061,canopy,1,canopy
4062,mycorrhizal; root,2,mycorrhizal; root
4063,inflorescence; sheath,2,inflorescence; sheath
4064,root; root nodule,2,root; root nodule
4065,leaf; blade; cell wall; trichome; vein; stoma; leaf blade; leaf blades; glandular trichome,9,leaf; blade; cell wall; trichome; vein; stoma; leaf blade; leaf blades; glandular trichome
4066,root; stem; leaf; fruit; callus; shoot,6,root; stem; leaf; fruit; callus; shoot
4067,root,1,root
4068,leaf; cotyledon,2,leaf; cotyledon
4069,seed; radicle,2,seed; radicle
4071,callus; root; leaf; shoot,4,callus; root; leaf; shoot
4072,tuber; mycorrhiza; root,3,tuber; mycorrhiza; root
4073,NA,0,NA
4074,leaf,1,leaf
4075,leaf,1,leaf
4076,sheath; seed; root,3,sheath; seed; root
4077,timber; leaf; shoot; branch,4,timber; leaf; shoot; branch
4078,tumor; proliferation,2,tumor; proliferation
4079,NA,0,NA
4080,root; lesion; stem,3,root; lesion; stem
4081,seed,1,seed
4082,root; stem,2,root; stem
4083,mycorrhizal; root,2,mycorrhizal; root
4084,NA,0,NA
4085,NA,0,NA
4086,fruit,1,fruit
4088,root; mycorrhizal; mycorrhiza,3,root; mycorrhizal; mycorrhiza
4089,leaf; seed,2,leaf; seed
4091,root,1,root
4092,scale; leaf; root,3,scale; leaf; root
4093,NA,0,NA
4094,cell wall,1,cell wall
4095,fruit; cell wall,2,fruit; cell wall
4096,NA,0,NA
4097,seed; root,2,seed; root
4098,NA,0,NA
4100,seed; foliage; leaf,3,seed; foliage; leaf
4101,mycorrhizal; hull,2,mycorrhizal; hull
4102,NA,0,NA
4103,filament; pistil,2,filament; pistil
4104,cell wall,1,cell wall
4105,root; shoot,2,root; shoot
4107,scale; wood,2,scale; wood
4108,NA,0,NA
4109,root,1,root
4110,root; stem; foliage; lesion,4,root; stem; foliage; lesion
4111,NA,0,NA
4112,wood; cell wall,2,wood; cell wall
4113,root; lateral root; mycorrhizal; tap root; mycorrhizal root; mycorrhizal roots,6,root; lateral root; mycorrhizal; tap root; mycorrhizal root; mycorrhizal roots
4114,fruit; root,2,fruit; root
4116,seed; leaf; style,3,seed; leaf; style
4117,NA,0,NA
4118,canker,1,canker
4119,leaf; blade; sheath; stem; canopy; shoot; leaf blade,7,leaf; blade; sheath; stem; canopy; shoot; leaf blade
4120,root,1,root
4121,NA,0,NA
4122,root,1,root
4123,seed; scale,2,seed; scale
4124,seed; leaf; lesion,3,seed; leaf; lesion
4125,scale; leaf,2,scale; leaf
4127,seed,1,seed
4128,root; mycorrhizal; shoot; leaf; mycorrhizal root,5,root; mycorrhizal; shoot; leaf; mycorrhizal root
4129,NA,0,NA
4130,leaf,1,leaf
4131,NA,0,NA
4132,root,1,root
4133,mycorrhiza; shoot,2,mycorrhiza; shoot
4134,canker,1,canker
4135,root,1,root
4136,seed,1,seed
4137,root; root tip; mycorrhizal root,3,root; root tip; mycorrhizal root
4138,seed,1,seed
4139,leaf,1,leaf
4140,canker,1,canker
4141,leaf; root; cell wall; cortex; xylem; vascular bundle; intercellular space; vessel; lateral root; stem; xylem vessel; xylem vessels,12,leaf; root; cell wall; cortex; xylem; vascular bundle; intercellular space; vessel; lateral root; stem; xylem vessel; xylem vessels
4142,wood; cell wall; style,3,wood; cell wall; style
4143,leaf,1,leaf
4144,branch,1,branch
4145,ray,1,ray
4146,root; mycorrhizal; cortex,3,root; mycorrhizal; cortex
4147,NA,0,NA
4148,lesion,1,lesion
4149,NA,0,NA
4150,NA,0,NA
4151,mycorrhizal; root; hair; root hair,4,mycorrhizal; root; hair; root hair
4152,NA,0,NA
4153,adventitious root,1,adventitious root
4154,shoot; root; mycorrhizal,3,shoot; root; mycorrhizal
4155,mycorrhizal,1,mycorrhizal
4156,NA,0,NA
4157,mycorrhizal; leaf; root; shoot,4,mycorrhizal; leaf; root; shoot
4158,NA,0,NA
4159,NA,0,NA
4160,leaf; branch; canker; stoma,4,leaf; branch; canker; stoma
4161,mycorrhizal; root,2,mycorrhizal; root
4162,root; sheath,2,root; sheath
4163,mycorrhizal; mycorrhiza; root,3,mycorrhizal; mycorrhiza; root
4164,scale; root; lesion,3,scale; root; lesion
4165,seed; leaf; axillary bud; xylem; vessel; stem; xylem vessel; xylem vessels,8,seed; leaf; axillary bud; xylem; vessel; stem; xylem vessel; xylem vessels
4166,NA,0,NA
4167,stem,1,stem
4168,NA,0,NA
4169,root; seed; leaf,3,root; seed; leaf
4170,mycorrhizal; pod; root; leaf; seed,5,mycorrhizal; pod; root; leaf; seed
4171,root; leaf,2,root; leaf
4172,mycorrhiza,1,mycorrhiza
4173,NA,0,NA
4174,scale,1,scale
4175,NA,0,NA
4176,mycorrhizal,1,mycorrhizal
4177,NA,0,NA
4178,root,1,root
4179,seed,1,seed
4180,leaf; fruit,2,leaf; fruit
4181,mycorrhizal; leaf,2,mycorrhizal; leaf
4182,mycorrhizal; branch; intercellular space,3,mycorrhizal; branch; intercellular space
4183,root,1,root
4184,mycorrhizal; root,2,mycorrhizal; root
4186,leaf,1,leaf
4187,leaf; root,2,leaf; root
4188,NA,0,NA
4189,leaf; root,2,leaf; root
4190,bud; mycorrhizal; root; sheath; stele; xylem; cambium; vessel; parenchyma; petal; haustorium,11,bud; mycorrhizal; root; sheath; stele; xylem; cambium; vessel; parenchyma; petal; haustorium
4191,NA,0,NA
4193,berry; petiole; root,3,berry; petiole; root
4195,NA,0,NA
4197,NA,0,NA
4198,mycorrhizal,1,mycorrhizal
4199,style; leaf,2,style; leaf
4200,canker,1,canker
4201,root; seed; root nodule,3,root; seed; root nodule
4202,NA,0,NA
4203,twig,1,twig
4204,NA,0,NA
4205,leaf,1,leaf
4207,seed,1,seed
4208,berry,1,berry
4209,bark; wood; lesion,3,bark; wood; lesion
4210,seed; cone,2,seed; cone
4211,mycorrhizal; stem; root,3,mycorrhizal; stem; root
4212,mycorrhizal; root; phloem; leaf,4,mycorrhizal; root; phloem; leaf
4213,stem; shoot; root; leaf,4,stem; shoot; root; leaf
4214,NA,0,NA
4215,mycorrhizal; leaf; shoot,3,mycorrhizal; leaf; shoot
4217,NA,0,NA
4219,shoot; root,2,shoot; root
4220,root; hair; apical meristem; root hair; root apical meristem,5,root; hair; apical meristem; root hair; root apical meristem
4221,leaf,1,leaf
4222,root; leaf; lesion,3,root; leaf; lesion
4223,leaf; leaf surface; leaf surfaces,3,leaf; leaf surface; leaf surfaces
4224,NA,0,NA
4225,NA,0,NA
4226,NA,0,NA
4227,root; shoot; offset,3,root; shoot; offset
4229,mycorrhiza; root; mycorrhizal,3,mycorrhiza; root; mycorrhizal
4230,mycorrhiza; mycorrhizal; silique; leaf,4,mycorrhiza; mycorrhizal; silique; leaf
4232,mycorrhizal; root; shoot; leaf,4,mycorrhizal; root; shoot; leaf
4233,NA,0,NA
4234,root; cell wall; root nodule,3,root; cell wall; root nodule
4235,leaf,1,leaf
4236,root; leaf,2,root; leaf
4237,stem,1,stem
4238,root; mycorrhizal; shoot,3,root; mycorrhizal; shoot
4239,NA,0,NA
4240,crown; mycorrhizal; wood; fiber,4,crown; mycorrhizal; wood; fiber
4241,leaf; seed,2,leaf; seed
4242,fruit,1,fruit
4243,root; seed,2,root; seed
4244,NA,0,NA
4245,seed; gall,2,seed; gall
4246,scale; tuber,2,scale; tuber
4247,leaf; wood; branch; trunk; twig; cone,6,leaf; wood; branch; trunk; twig; cone
4248,style,1,style
4249,root; hair; lateral root; proliferation; intercellular space; root hair,6,root; hair; lateral root; proliferation; intercellular space; root hair
4250,mycorrhizal; root,2,mycorrhizal; root
4251,fruit; wood; fruit tissue; fruit tissues,4,fruit; wood; fruit tissue; fruit tissues
4252,mycorrhizal; root; leaf,3,mycorrhizal; root; leaf
4253,twig,1,twig
4254,inflorescence; leaf; blade; leaf blade; leaf blades,5,inflorescence; leaf; blade; leaf blade; leaf blades
4255,berry; leaf; rhizome,3,berry; leaf; rhizome
4256,NA,0,NA
4257,leaf,1,leaf
4259,twig; lesion; xylem; bark,4,twig; lesion; xylem; bark
4260,root,1,root
4261,mycorrhizal; shoot; stem; branch,4,mycorrhizal; shoot; stem; branch
4262,root; xylem,2,root; xylem
4263,mycorrhiza,1,mycorrhiza
4264,stoma; xylem,2,stoma; xylem
4265,mycorrhizal,1,mycorrhizal
4266,mycorrhizal; shoot,2,mycorrhizal; shoot
4267,root,1,root
4268,NA,0,NA
4269,root; gall,2,root; gall
4270,NA,0,NA
4271,seed,1,seed
4272,fruit; branch,2,fruit; branch
4273,root,1,root
4274,NA,0,NA
4275,root; leaf,2,root; leaf
4276,NA,0,NA
4277,leaf; lesion,2,leaf; lesion
4278,mycorrhiza; mycorrhizal,2,mycorrhiza; mycorrhizal
4279,style; stem; xylem; parenchyma,4,style; stem; xylem; parenchyma
4280,NA,0,NA
4281,canker; bark; lesion; trunk; branch,5,canker; bark; lesion; trunk; branch
4283,root; mycorrhiza; mycorrhizal,3,root; mycorrhiza; mycorrhizal
4284,twig; lesion,2,twig; lesion
4285,root; seed; mycorrhizal,3,root; seed; mycorrhizal
4286,root; intercellular space; phloem; vascular tissue,4,root; intercellular space; phloem; vascular tissue
4288,root; stem; leaf; shoot,4,root; stem; leaf; shoot
4289,NA,0,NA
4290,style,1,style
4291,root; stem; leaf,3,root; stem; leaf
4292,root; root nodule,2,root; root nodule
4294,lesion; internode,2,lesion; internode
4295,root; vascular bundle; proliferation; cell wall,4,root; vascular bundle; proliferation; cell wall
4296,root; seed; hair; root hair,4,root; seed; hair; root hair
4298,NA,0,NA
4299,leaf,1,leaf
4300,NA,0,NA
4301,NA,0,NA
4302,NA,0,NA
4303,leaf; pod; shoot,3,leaf; pod; shoot
4304,NA,0,NA
4305,root; branch; stoma; leaf,4,root; branch; stoma; leaf
4306,scale; root,2,scale; root
4308,branch; canker,2,branch; canker
4309,wood; branch,2,wood; branch
4310,NA,0,NA
4311,mycorrhizal; root,2,mycorrhizal; root
4312,seed,1,seed
4313,NA,0,NA
4314,mycorrhiza; style,2,mycorrhiza; style
4315,adventitious root; shoot; root,3,adventitious root; shoot; root
4316,seed; fiber; leaf; stem,4,seed; fiber; leaf; stem
4317,root,1,root
4318,mycorrhizal,1,mycorrhizal
4319,NA,0,NA
4320,leaf; lesion; epidermis; vein; leaf surface; leaf surfaces,6,leaf; lesion; epidermis; vein; leaf surface; leaf surfaces
4321,NA,0,NA
4323,stem; bark; stem bark,3,stem; bark; stem bark
4324,seed,1,seed
4325,NA,0,NA
4326,stem,1,stem
4327,NA,0,NA
4328,NA,0,NA
4329,fibrous root; root,2,fibrous root; root
4330,ray,1,ray
4331,NA,0,NA
4332,NA,0,NA
4333,NA,0,NA
4334,leaf; fruit,2,leaf; fruit
4335,root,1,root
4336,root; trunk; wood,3,root; trunk; wood
4337,root,1,root
4338,lesion; leaf,2,lesion; leaf
4339,seed,1,seed
4340,petiole; leaf,2,petiole; leaf
4341,root,1,root
4342,NA,0,NA
4343,root; root nodule,2,root; root nodule
4344,leaflet; branch,2,leaflet; branch
4345,NA,0,NA
4346,root; mycorrhizal,2,root; mycorrhizal
4347,NA,0,NA
4348,root; mycorrhizal; hair,3,root; mycorrhizal; hair
4349,NA,0,NA
4350,mycorrhizal; root; cortex,3,mycorrhizal; root; cortex
4352,leaf,1,leaf
4353,stem; root,2,stem; root
4354,gall; fruit,2,gall; fruit
4355,root; leaf; stem; seed; seed coat,5,root; leaf; stem; seed; seed coat
4356,fruit,1,fruit
4357,style,1,style
4358,seed,1,seed
4359,NA,0,NA
4360,stomatal; stoma,2,stomatal; stoma
4361,NA,0,NA
4362,ray; petal,2,ray; petal
4363,mycorrhizal; root; shoot,3,mycorrhizal; root; shoot
4364,NA,0,NA
4365,leaf; fruit; foliage,3,leaf; fruit; foliage
4366,seed,1,seed
4367,mycorrhizal; mycorrhiza; root; mycorrhizal root; mycorrhizal roots,5,mycorrhizal; mycorrhiza; root; mycorrhizal root; mycorrhizal roots
4368,mycorrhizal; hair; root,3,mycorrhizal; hair; root
4369,leaf; root,2,leaf; root
4370,mycorrhizal; root,2,mycorrhizal; root
4371,NA,0,NA
4372,NA,0,NA
4373,seed,1,seed
4374,seed; leaf; leaf tip,3,seed; leaf; leaf tip
4375,fruit,1,fruit
4376,root; trunk,2,root; trunk
4379,mycorrhizal; stem; leaf; root,4,mycorrhizal; stem; leaf; root
4380,root; shoot; leaf,3,root; shoot; leaf
4381,root; shoot; flower; fruit,4,root; shoot; flower; fruit
4382,stem,1,stem
4383,mycorrhizal; fruit,2,mycorrhizal; fruit
4384,leaf; stem; root,3,leaf; stem; root
4386,mycorrhizal; root,2,mycorrhizal; root
4388,sheath; leaf; root; shoot,4,sheath; leaf; root; shoot
4389,leaf,1,leaf
4390,NA,0,NA
4391,root,1,root
4393,NA,0,NA
4394,NA,0,NA
4395,leaf; root; shoot,3,leaf; root; shoot
4396,twig; canker,2,twig; canker
4397,style,1,style
4398,root; ground tissue; ground tissues,3,root; ground tissue; ground tissues
4399,ray,1,ray
4400,NA,0,NA
4401,root,1,root
4402,NA,0,NA
4403,root,1,root
4404,NA,0,NA
4405,canker; branch,2,canker; branch
4406,NA,0,NA
4407,ray,1,ray
4408,leaf,1,leaf
4409,leaf,1,leaf
4410,leaf,1,leaf
4411,NA,0,NA
4412,leaf,1,leaf
4413,leaf; lesion; mesophyll,3,leaf; lesion; mesophyll
4414,root,1,root
4415,root; seed; mycorrhizal,3,root; seed; mycorrhizal
4416,mycorrhizal; shoot; root,3,mycorrhizal; shoot; root
4417,seed,1,seed
4418,fruit; lesion,2,fruit; lesion
4419,mycorrhizal; leaf; root,3,mycorrhizal; leaf; root
4420,leaflet; stem,2,leaflet; stem
4421,leaf,1,leaf
4422,twig,1,twig
4423,seed,1,seed
4424,stem; shoot; proliferation; root,4,stem; shoot; proliferation; root
4425,NA,0,NA
4426,mycorrhizal; root,2,mycorrhizal; root
4427,NA,0,NA
4428,root; stem; leaf,3,root; stem; leaf
4429,NA,0,NA
4430,root,1,root
4431,NA,0,NA
4432,root; stomatal; stoma,3,root; stomatal; stoma
4433,root; mycorrhizal,2,root; mycorrhizal
4434,root,1,root
4435,NA,0,NA
4436,mycorrhizal,1,mycorrhizal
4437,shoot; root; mycorrhizal,3,shoot; root; mycorrhizal
4438,NA,0,NA
4439,NA,0,NA
4440,NA,0,NA
4442,NA,0,NA
4443,branch,1,branch
4444,root,1,root
4446,root; mycorrhizal,2,root; mycorrhizal
4447,xylem,1,xylem
4448,root,1,root
4449,NA,0,NA
4450,leaf; root,2,leaf; root
4451,mycorrhizal; root; cortex; mycorrhiza; root nodule,5,mycorrhizal; root; cortex; mycorrhiza; root nodule
4454,NA,0,NA
4455,root; lateral root; leaf,3,root; lateral root; leaf
4456,seed; root; leaf,3,seed; root; leaf
4457,seed; shoot; root,3,seed; shoot; root
4458,NA,0,NA
4459,seed,1,seed
4460,root; stem; leaf; seed,4,root; stem; leaf; seed
4461,mycorrhizal; leaf,2,mycorrhizal; leaf
4462,trunk; pith,2,trunk; pith
4463,NA,0,NA
4464,NA,0,NA
4465,root; scale; lesion,3,root; scale; lesion
4466,shoot; xylem; leaf,3,shoot; xylem; leaf
4467,NA,0,NA
4468,trunk,1,trunk
4469,fruit; branch; canker; wood; lesion,5,fruit; branch; canker; wood; lesion
4470,seed; root; flower; fruit; pollen grain,5,seed; root; flower; fruit; pollen grain
4471,NA,0,NA
4472,root; scale,2,root; scale
4473,root,1,root
4474,root; style,2,root; style
4476,pollen grain; flower,2,pollen grain; flower
4477,inflorescence,1,inflorescence
4478,seed,1,seed
4479,NA,0,NA
4480,root,1,root
4481,lesion; leaf,2,lesion; leaf
4482,leaf,1,leaf
4483,canker; bark; branch,3,canker; bark; branch
4484,NA,0,NA
4485,NA,0,NA
4486,root,1,root
4487,root,1,root
4488,NA,0,NA
4489,wood; leaf; petiole; lamina,4,wood; leaf; petiole; lamina
4490,cell wall; leaf,2,cell wall; leaf
4492,leaf,1,leaf
4493,NA,0,NA
