dataset_rows,rows_with_plantae_host,unique_papers_with_plantae_host_ids,unique_plantae_accepted_ids_in_dataset,unique_plantae_species_matched_to_gbif,total_known_plant_species_gbif_raw,pbdb_extinct_species_name_count,pbdb_extinct_only_species_name_count,gbif_species_removed_by_pbdb_extinct_filter,total_known_plant_species_gbif,coverage_percent
61047,47359,17327,4075,3157,392126,16920,16859,10814,381312,0.8279309331990601
