"canonicalName","rank","confidence","matchType","kingdom","phylum","class","order","family","genus","species","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","id","predicted_label"
"Mycosphaerella","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Mycosphaerella",NA,"5","95","183","9783671","4797","2569921",NA,"195","Presence"
"Conoideocrella","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Conoideocrella",NA,"5","95","320","1290","8417","3449782",NA,"195","Presence"
"Brevicellicium","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Brevicellicium",NA,"5","34","186","529","3276","2523041",NA,"195","Presence"
"Piskurozyma","GENUS",94,"EXACT","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Piskurozyma",NA,"5","34","149","1124","9806922","9255316",NA,"195","Presence"
"Trichomerium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Trichomerium",NA,"5","95","178","1038","7961365","2619946",NA,"195","Presence"
"Derxomyces","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Derxomyces",NA,"5","34","149","1123","9675359","7239011",NA,"195","Presence"
"Trichomerium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Trichomerium",NA,"5","95","178","1038","7961365","2619946",NA,"195","Presence"
"Zataria multiflora","SPECIES",95,"FUZZY","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Zataria","Zataria multiflora","6","7707728","220","408","2497","7308841","3899656","938","Other"
"Mycelium","GENUS",94,"EXACT","Fungi","Basidiomycota",NA,NA,NA,"Mycelium",NA,"5","34",NA,NA,NA,"7238668",NA,"938","Other"
"Sclerocarya birrea","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Sclerocarya","Sclerocarya birrea","6","7707728","220","933","2398","3190604","7160810","818","Presence"
"Hypoxis","GENUS",92,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Asparagales","Hypoxidaceae","Hypoxis",NA,"6","7707728","196","1169","7686","2740390",NA,"818","Presence"
"Alternaria alternata","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria alternata","5","95","183","1047","8315","7388975","2616163","818","Presence"
"Hypoxis","GENUS",92,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Asparagales","Hypoxidaceae","Hypoxis",NA,"6","7707728","196","1169","7686","2740390",NA,"818","Presence"
"Epichloe","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Epichloe",NA,"5","95","320","1290","8417","7903719",NA,"118","Presence"
"Hordeum bogdanii","SPECIES",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Hordeum","Hordeum bogdanii","6","7707728","196","1369","3073","2706050","4932614","118","Presence"
"Epichloe","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Epichloe",NA,"5","95","320","1290","8417","7903719",NA,"118","Presence"
"Epichloe bromicola","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Epichloe","Epichloe bromicola","5","95","320","1290","8417","7903719","3449875","118","Presence"
"Coffea arabica","SPECIES",98,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Coffea","Coffea arabica","6","7707728","220","412","8798","2895315","2895345","299","Presence"
"Periconia atropurpurea","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia atropurpurea","5","95","183","1047","3305389","2558252","2615376","229","Presence"
"Paris polyphylla","SPECIES",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","Paris","Paris polyphylla","6","7707728","196","1172","7700","2741835","5295929","244","Presence"
"Yunnanensis","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Yunnanensis",NA,"5","95","183","1047","8312","10670053",NA,"244","Presence"
"Fusarium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"5","95","320","1290","4152","2554026",NA,"244","Presence"
"Gliocladiopsis","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gliocladiopsis",NA,"5","95","320","1290","4152","8218230",NA,"244","Presence"
"Gliomastix","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Gliomastix",NA,"5","95","320","1290","8416","2562217",NA,"244","Presence"
"Cylindrocarpon","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cylindrocarpon",NA,"5","95","320","1290","4152","2563163",NA,"244","Presence"
"Fusarium","GENUS",94,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"5","95","320","1290","4152","2554026",NA,"244","Presence"
"Gliocladiopsis irregularis","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gliocladiopsis","Gliocladiopsis irregularis","5","95","320","1290","4152","8218230","2563093","244","Presence"
"Plectosphaerella cucumerina","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella cucumerina","5","95","320","9705517","5729","2574420","5254402","244","Presence"
"Aspergillus fumigatus","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus fumigatus","5","95","178","1040","3563703","8884233","5260010","244","Presence"
"Cylindrocarpon","GENUS",94,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cylindrocarpon",NA,"5","95","320","1290","4152","2563163",NA,"244","Presence"
"Pestalotiopsis microspora","SPECIES",97,"EXACT","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis","Pestalotiopsis microspora","5","95","320","9705438","9649543","2574855","2574966","374","Presence"
"Microspora","GENUS",94,"EXACT","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Microsporaceae","Microspora",NA,"6","36","329","7429582","8797","2639650",NA,"374","Presence"
"Candida albicans","SPECIES",99,"EXACT","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida albicans","5","95","182","1281","5893341","2518121","2599597","374","Presence"
"Penicillium mariae-crucis","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium mariae-crucis","5","95","178","1040","3563703","7635114","2598030","665","Presence"
"Paeonia lactiflora","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Paeoniaceae","Paeonia","Paeonia lactiflora","6","7707728","220","7219248","6711","3083483","3083486","665","Presence"
"Pestalotiopsis adusta","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis","Pestalotiopsis adusta","5","95","320","9705438","9649543","2574855","2574898","602","Presence"
"Clerodendrum canescens","SPECIES",98,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Clerodendrum","Clerodendrum canescens","6","7707728","220","408","2497","2925347","8014461","602","Presence"
"Pestalotiopsis","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis",NA,"5","95","320","9705438","9649543","2574855",NA,"602","Presence"
"Euphorbia royleana","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia royleana","6","7707728","220","1414","4691","11397237","3065786","768","Presence"
"Hyalodendriella","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hamatocanthoscyphaceae","Hyalodendriella",NA,"5","95","179","1052","10727424","2584416",NA,"709","Presence"
"Nerium oleander","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Nerium","Nerium oleander","6","7707728","220","412","6701","3169755","3169756","91","Presence"
"Apocynaceae","FAMILY",96,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae",NA,NA,"6","7707728","220","412","6701",NA,NA,"91","Presence"
"Chaetomium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA,"5","95","320","1061","8433","2560820",NA,"91","Presence"
"Lamiaceae","FAMILY",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae",NA,NA,"6","7707728","220","408","2497",NA,NA,"953","Review"
"Salvia","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia",NA,"6","7707728","220","408","2497","2926981",NA,"953","Review"
"Aloe vera","SPECIES",97,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Asphodelaceae","Aloe","Aloe vera","6","7707728","196","1169","4259209","2770879","2777724","348","Presence"
"Preussia africana","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia africana","5","95","183","1047","4822","6587163","5510661","348","Presence"
"Sporormiaceae","FAMILY",96,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae",NA,NA,"5","95","183","1047","4822",NA,NA,"348","Presence"
"Suaeda","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Suaeda",NA,"6","7707728","220","422","3064","7677792",NA,"649","Presence"
"Alternaria","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"5","95","183","1047","8315","7388975",NA,"649","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"649","Presence"
"Phyla","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Phyla",NA,"6","7707728","220","408","6689","2925404",NA,"355","Review"
"Mucoromycota","PHYLUM",94,"HIGHERRANK","Fungi","Mucoromycota",NA,NA,NA,NA,NA,"5","12238325",NA,NA,NA,NA,NA,"355","Review"
"Basidiomycota","PHYLUM",96,"EXACT","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"5","34",NA,NA,NA,NA,NA,"355","Review"
"Ascomycota","PHYLUM",94,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"355","Review"
"Agaricomycetes","CLASS",94,"HIGHERRANK","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"5","34","186",NA,NA,NA,NA,"355","Review"
"Eurotiomycetes","CLASS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,"5","95","178",NA,NA,NA,NA,"355","Review"
"Saccharomycetes","CLASS",96,"EXACT","Fungi","Ascomycota","Saccharomycetes",NA,NA,NA,NA,"5","95","182",NA,NA,NA,NA,"355","Review"
"Sordariomycetes","CLASS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"5","95","320",NA,NA,NA,NA,"355","Review"
"Chaetomium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA,"5","95","320","1061","8433","2560820",NA,"355","Review"
"Fusarium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"5","95","320","1290","4152","2554026",NA,"355","Review"
"Gaeumannomyces","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Gaeumannomyces",NA,"5","95","320","7889691","5731","2569283",NA,"355","Review"
"Metarhizium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium",NA,"5","95","320","1290","8417","2562464",NA,"355","Review"
"Microsphaeropsis","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Microsphaeropsis",NA,"5","95","183","1047","3281822","3269376",NA,"355","Review"
"Paecilomyces penicillatus","SPECIES",93,"FUZZY","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Paecilomyces","Paecilomyces penicillatus","5","95","178","1040","3563703","2560478","2598166","355","Review"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"355","Review"
"Talaromyces","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces",NA,"5","95","178","1040","3563703","2598197",NA,"355","Review"
"Trichoderma verticillatum","SPECIES",93,"FUZZY","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma verticillatum","5","95","320","1290","8419","7703803","9710450","355","Review"
"Verticillium","GENUS",94,"EXACT","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NA,"5","95","320","9705517","5729","9535878",NA,"355","Review"
"Xylaria","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria",NA,"5","95","320","1298","4168","2568748",NA,"355","Review"
"Pestalotiopsis fici","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis","Pestalotiopsis fici","5","95","320","9705438","9649543","2574855","2574951","840","Presence"
"Alternaria alternata","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria alternata","5","95","183","1047","8315","7388975","2616163","519","Presence"
"Cladosporium herbarum","SPECIES",97,"EXACT","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium herbarum","5","95","183","1262","3563987","2518208","2620585","519","Presence"
"Epicoccum nigrum","SPECIES",97,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Epicoccum","Epicoccum nigrum","5","95","183","1047","3281822","2562153","2617206","519","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"519","Presence"
"Fusarium graminearum","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium graminearum","5","95","320","1290","4152","2554026","5251676","519","Presence"
"Siraitia grosvenorii","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Siraitia","Siraitia grosvenorii","6","7707728","220","7224005","6634","7317580","3623059","426","Presence"
"Fusarium solani","SPECIES",97,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium solani","5","95","320","1290","4152","2554026","9581851","426","Presence"
"Trichoderma eijii","SPECIES",84,"FUZZY","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma eijii","5","95","320","1290","8419","7703803","7504216","766","Presence"
"Amaranthaceae","FAMILY",96,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae",NA,NA,"6","7707728","220","422","3064",NA,NA,"211","Presence"
"Cochliobolus","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Cochliobolus",NA,"5","95","183","1047","8315","2615883",NA,"211","Presence"
"Assay","GENUS",94,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Assay",NA,"6","7707728","196","1369","3073","11123265",NA,"211","Presence"
"Assay","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Assay",NA,"6","7707728","196","1369","3073","11123265",NA,"211","Presence"
"Aspergillus nidulans","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus nidulans","5","95","178","1040","3563703","8884233","5260160","932","Presence"
"Rhizophora stylosa","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Rhizophoraceae","Rhizophora","Rhizophora stylosa","6","7707728","220","1414","6671","3086525","3874022","932","Presence"
"Neotyphodium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Neotyphodium",NA,"5","95","320","1290","8417","2562666",NA,"590","Presence"
"Stagonospora","GENUS",94,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Stagonospora",NA,"5","95","183","1047","8312","2580917",NA,"590","Presence"
"Pinus tabuliformis","SPECIES",93,"FUZZY","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus tabuliformis","6","7707728","194","640","3925","2684241","5285359","555","Presence"
"Alternaria alternata","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria alternata","5","95","183","1047","8315","7388975","2616163","555","Presence"
"Leptostroma","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Leptostroma",NA,"5","95","179","1278","8281","2517000",NA,"555","Presence"
"Pestalotiopsis besseyi","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis","Pestalotiopsis besseyi","5","95","320","9705438","9649543","2574855","2574933","555","Presence"
"Phomopsis archeri","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Phomopsis","Phomopsis archeri","5","95","320","1289","4146","2577612","5253282","555","Presence"
"Oxytropis","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Oxytropis",NA,"6","7707728","220","1370","5386","2982894",NA,"871","Presence"
"Cephalotaxus hainanensis","SPECIES",99,"EXACT","Plantae","Tracheophyta","Pinopsida","Pinales","Cephalotaxaceae","Cephalotaxus","Cephalotaxus hainanensis","6","7707728","194","640","8143","2685260","2685278","373","Presence"
"Quercella","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Quercella",NA,"5","34","186","1499","3309302","8334229",NA,"373","Presence"
"Colletotrichum boninense","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum boninense","5","95","320","9705517","2461","2563219","2568785","373","Presence"
"Xylaria","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria",NA,"5","95","320","1298","4168","2568748",NA,"373","Presence"
"Rhizoctonia solani","SPECIES",99,"EXACT","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia solani","5","34","186","1300","8458","8612683","2555201","373","Presence"
"Sclerotinia sclerotiorum","SPECIES",99,"EXACT","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Sclerotinia","Sclerotinia sclerotiorum","5","95","179","1052","8385","2580402","2583154","373","Presence"
"Fusarium oxysporum","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium oxysporum","5","95","320","1290","4152","2554026","5251961","373","Presence"
"Rehmannia glutinosa","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Rehmanniaceae","Rehmannia","Rehmannia glutinosa","6","7707728","220","408","3788605","3233410","7516558","844","Presence"
"Oryza","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Oryza",NA,"6","7707728","196","1369","3073","2703455",NA,"844","Presence"
"Herbertus herpocladioides","SPECIES",99,"EXACT","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Herbertaceae","Herbertus","Herbertus herpocladioides","6","9","126","381","2282","2689385","7878959","143","Presence"
"Alternaria citriarbusti","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria citriarbusti","5","95","183","1047","8315","7388975","3531327","143","Presence"
"Candida albicans","SPECIES",99,"EXACT","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida albicans","5","95","182","1281","5893341","2518121","2599597","143","Presence"
"Enhalus acoroides","SPECIES",97,"EXACT","Plantae","Tracheophyta","Liliopsida","Alismatales","Hydrocharitaceae","Enhalus","Enhalus acoroides","6","7707728","196","551","3721","2866112","2866113","544","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"544","Presence"
"Nigrospora","GENUS",94,"EXACT","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora",NA,"5","95","320","1297","8435","8324240",NA,"544","Presence"
"Fusarium","GENUS",94,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"5","95","320","1290","4152","2554026",NA,"544","Presence"
"Nigrospora","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora",NA,"5","95","320","1297","8435","8324240",NA,"544","Presence"
"Microsporum gypseum","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Microsporum","Microsporum gypseum","5","95","178","1041","4831","2518112","3468777","544","Presence"
"Quercus variabilis","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus variabilis","6","7707728","220","1354","4689","2877951","2879787","490","Presence"
"Trichophyton rubrum","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Trichophyton","Trichophyton rubrum","5","95","178","1041","4831","2595868","2596156","490","Presence"
"Candida albicans","SPECIES",99,"EXACT","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida albicans","5","95","182","1281","5893341","2518121","2599597","490","Presence"
"Aspergillus niger","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger","5","95","178","1040","3563703","8884233","3465658","490","Presence"
"Epidermophyton floccosum","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Epidermophyton","Epidermophyton floccosum","5","95","178","1041","4831","8308920","7252831","490","Presence"
"Microsporum canis","SPECIES",98,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Microsporum","Microsporum canis","5","95","178","1041","4831","2518112","7252793","490","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"490","Presence"
"Alternaria","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"5","95","183","1047","8315","7388975",NA,"490","Presence"
"Cladosporium","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,"5","95","183","1262","3563987","2518208",NA,"490","Presence"
"Aspergillus nidulans","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus nidulans","5","95","178","1040","3563703","8884233","5260160","621","Presence"
"Cynanchum bungei","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Cynanchum","Cynanchum bungei","6","7707728","220","412","6701","3170354","3581737","775","Presence"
"Cynanchum","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Cynanchum",NA,"6","7707728","220","412","6701","3170354",NA,"775","Presence"
"Fusarium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"5","95","320","1290","4152","2554026",NA,"775","Presence"
"Exophiala","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala",NA,"5","95","178","1038","4825","2598403",NA,"775","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"775","Presence"
"Botryosphaeria","GENUS",94,"EXACT","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeria",NA,"5","95","183","1032","4791","7706563",NA,"775","Presence"
"Filobasidium","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium",NA,"5","34","149","1124","7581","2518210",NA,"775","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"905","Presence"
"Prunus persica","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus persica","6","7707728","220","691","5015","3020559","8149923","905","Presence"
"Rhizoctonia solani","SPECIES",99,"EXACT","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia solani","5","34","186","1300","8458","8612683","2555201","905","Presence"
"Globba patens","SPECIES",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Zingiberales","Zingiberaceae","Globba","Globba patens","6","7707728","196","627","4687","2756692","2757951","937","Presence"
"Assay","GENUS",94,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Assay",NA,"6","7707728","196","1369","3073","11123265",NA,"937","Presence"
"Colletotrichum siamense","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum siamense","5","95","320","9705517","2461","2563219","8184256","937","Presence"
"Stipa krylovii","SPECIES",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipa","Stipa krylovii","6","7707728","196","1369","3073","2704463","2704472","842","Presence"
"Pleosporales","ORDER",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"5","95","183","1047",NA,NA,NA,"842","Presence"
"Hypocreales","ORDER",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"5","95","320","1290",NA,NA,NA,"842","Presence"
