"canonicalName","rank","confidence","matchType","kingdom","phylum","class","order","family","genus","species","id","predicted_label"
"Fusarium proliferatum","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium proliferatum","994","Presence"
"Penicillium citrinum","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum","994","Presence"
"Trichoderma asperellum","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma asperellum","994","Presence"
"Chaetomium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA,"994","Presence"
"Curvularia lunata","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia lunata","994","Presence"
"Chaetomium","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA,"994","Presence"
"Phomopsis","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Phomopsis",NA,"516","Presence"
"Alternanthera bettzickiana","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Alternanthera","Alternanthera bettzickiana","516","Presence"
"Huperzia serrata","SPECIES",97,"EXACT","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Huperzia","Huperzia serrata","69","Presence"
"Phyla","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Phyla",NA,"69","Presence"
"Phyla","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Phyla",NA,"69","Presence"
"Rhizophora apiculata","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Rhizophoraceae","Rhizophora","Rhizophora apiculata","895","Presence"
"Albifimbria viridis","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Albifimbria","Albifimbria viridis","409","Presence"
"Acacia mangium","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Acacia","Acacia mangium","308","Presence"
"Ceratocystis fimbriata","SPECIES",97,"EXACT","Fungi","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae","Ceratocystis","Ceratocystis fimbriata","308","Presence"
"Ascomycota","PHYLUM",96,"EXACT","Fungi","Ascomycota",NA,NA,NA,NA,NA,"308","Presence"
"Zygomycota","PHYLUM",94,"HIGHERRANK","Fungi","Zygomycota",NA,NA,NA,NA,NA,"308","Presence"
"Ascomycota","PHYLUM",94,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"308","Presence"
"Nigrospora","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora",NA,"308","Presence"
"Pestalotiopsis","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis",NA,"308","Presence"
"Lasiodiplodia","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia",NA,"308","Presence"
"Sordariomycetes","CLASS",96,"EXACT","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"308","Presence"
"Neopestalotiopsis","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis",NA,"308","Presence"
"Pseudopestalotiopsis","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pseudopestalotiopsis",NA,"308","Presence"
"Eutiarosporella","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Eutiarosporella",NA,"308","Presence"
"Curvularia","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia",NA,"308","Presence"
"Fusarium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"308","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"308","Presence"
"Hypoxylon","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon",NA,"308","Presence"
"Zygomycota","PHYLUM",94,"HIGHERRANK","Fungi","Zygomycota",NA,NA,NA,NA,NA,"308","Presence"
"Blakeslea","GENUS",94,"HIGHERRANK","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Choanephoraceae","Blakeslea",NA,"308","Presence"
"Trichoderma koningiopsis","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma koningiopsis","308","Presence"
"Nigrospora oryzae","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","Nigrospora oryzae","308","Presence"
"Lasiodiplodia","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia",NA,"308","Presence"
"Trichoderma eijii","SPECIES",84,"FUZZY","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma eijii","308","Presence"
"Ascomycota","PHYLUM",94,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"278","Presence"
"Basidiomycota","PHYLUM",94,"HIGHERRANK","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"278","Presence"
"Chytridiomycota","PHYLUM",96,"EXACT","Fungi","Chytridiomycota",NA,NA,NA,NA,NA,"278","Presence"
"Helotiales","ORDER",94,"HIGHERRANK","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"278","Presence"
"Pleosporales","ORDER",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"278","Presence"
"Capnodiales","ORDER",94,"EXACT","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,"278","Presence"
"Tremellales","ORDER",94,"HIGHERRANK","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA,"278","Presence"
"Rhizosphaera","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Rhizosphaera",NA,"278","Presence"
"Mycopappus","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Mycopappus",NA,"278","Presence"
"Melampsora","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Melampsoraceae","Melampsora",NA,"278","Presence"
"Phaeosphaeria","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA,"278","Presence"
"Mrakia","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia",NA,"278","Presence"
"Leptosphaeria","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria",NA,"278","Presence"
"Catharanthus roseus","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Catharanthus","Catharanthus roseus","537","Presence"
"Colletotrichum","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA,"537","Presence"
"Alternaria","GENUS",94,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"537","Presence"
"Chaetomium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA,"537","Presence"
"Assay","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Assay",NA,"537","Presence"
"Cephalotaxus","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Pinopsida","Pinales","Cephalotaxaceae","Cephalotaxus",NA,"424","Presence"
"Cephalotaxus","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Pinopsida","Pinales","Cephalotaxaceae","Cephalotaxus",NA,"424","Presence"
"Cephalotaxus hainanensis","SPECIES",99,"EXACT","Plantae","Tracheophyta","Pinopsida","Pinales","Cephalotaxaceae","Cephalotaxus","Cephalotaxus hainanensis","424","Presence"
"Alternaria tenuissima","SPECIES",92,"FUZZY","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria tenuissima","424","Presence"
"Alternaria panax","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria panax","880","Presence"
"Panax","GENUS",92,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Panax",NA,"880","Presence"
"Botrytis cinerea","SPECIES",98,"EXACT","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis cinerea","880","Presence"
"Rhizoctonia solani","SPECIES",99,"EXACT","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia solani","880","Presence"
"Colletotrichum pisi","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum pisi","880","Presence"
"Fusarium oxysporum","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium oxysporum","880","Presence"
"Fusarium solani","SPECIES",97,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium solani","880","Presence"
"Arabidopsis","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Arabidopsis",NA,"880","Presence"
